id,target
0,0.02137
1,0.04144
2,0.04471
3,0.01212
4,0.01288
5,0.02232
6,0.04143
8,0.03222
10,0.08007
11,0.05541
12,0.04291
14,0.01621
15,0.04741
18,0.04954
21,0.03595
23,0.02186
24,0.03885
25,0.04164
27,0.02831
29,0.06579
30,0.01897
31,0.06697
32,0.03181
33,0.03514
37,0.03447
38,0.05280
39,0.08885
40,0.02838
41,0.03931
42,0.03544
44,0.02313
45,0.02591
47,0.03439
49,0.02282
51,0.05606
52,0.02866
53,0.04512
54,0.08186
55,0.01681
56,0.02742
57,0.04719
59,0.06081
60,0.03631
62,0.03341
63,0.06130
67,0.02999
68,0.01031
69,0.08032
70,0.02475
71,0.04025
73,0.04612
75,0.03133
76,0.02484
81,0.01701
82,0.02330
83,0.02341
86,0.03231
87,0.05000
88,0.02218
91,0.06655
92,0.02490
94,0.02113
97,0.03231
100,0.02458
102,0.03453
103,0.02473
105,0.04644
106,0.04308
108,0.04596
113,0.06040
114,0.03574
115,0.01760
118,0.03519
122,0.02640
124,0.04379
126,0.02763
128,0.02363
129,0.05051
130,0.04009
131,0.02278
132,0.02751
133,0.01800
134,0.04405
135,0.05400
136,0.02337
139,0.01717
140,0.02429
141,0.05788
146,0.03688
148,0.03516
151,0.01776
152,0.04876
154,0.02949
157,0.03676
158,0.01532
159,0.05604
161,0.02131
164,0.00924
165,0.05796
167,0.03488
168,0.04918
169,0.04153
171,0.05334
172,0.06337
173,0.03265
174,0.01935
175,0.03873
176,0.02806
178,0.03723
179,0.02317
180,0.02497
181,0.02111
182,0.05606
183,0.06036
184,0.05321
185,0.03847
187,0.04269
188,0.02551
190,0.04144
191,0.03344
192,0.05640
195,0.04065
196,0.02412
198,0.09440
201,0.04224
202,0.03604
203,0.02854
204,0.02297
207,0.03084
213,0.04167
219,0.02524
220,0.02404
222,0.03262
226,0.01460
228,0.07685
230,0.02559
231,0.02831
232,0.03209
233,0.03212
234,0.00891
236,0.05885
237,0.02689
238,0.05714
240,0.07047
241,0.01755
242,0.06908
243,0.03813
245,0.02041
246,0.04221
247,0.02802
249,0.04872
250,0.02031
251,0.01560
252,0.01588
253,0.01642
254,0.05440
255,0.08624
256,0.06203
257,0.03278
258,0.02504
259,0.05255
260,0.01118
262,0.01544
267,0.02741
268,0.03889
270,0.02099
272,0.02666
273,0.03326
274,0.01495
275,0.02311
276,0.04014
277,0.03958
278,0.04811
279,0.04887
281,0.03564
282,0.02666
283,0.05227
287,0.02920
288,0.06619
289,0.03019
290,0.01322
291,0.05087
292,0.10250
293,0.02951
294,0.02099
295,0.02181
296,0.07827
297,0.04296
298,0.03006
299,0.04876
300,0.05420
303,0.02225
304,0.04885
308,0.01451
314,0.13191
315,0.01927
317,0.04414
318,0.04896
320,0.04172
322,0.03623
323,0.01593
327,0.02656
329,0.08434
331,0.02709
332,0.11561
333,0.04616
334,0.02970
335,0.02529
336,0.04372
337,0.03587
341,0.03323
343,0.03423
345,0.04228
347,0.02640
348,0.02743
349,0.03604
352,0.02360
353,0.02738
354,0.06913
355,0.03274
356,0.02489
357,0.01605
358,0.02752
359,0.02768
361,0.06056
362,0.03260
365,0.03320
366,0.06213
368,0.03351
369,0.02525
371,0.01706
373,0.02669
376,0.08058
377,0.02993
379,0.03749
381,0.03386
382,0.02151
383,0.02524
384,0.05078
385,0.02165
386,0.04097
387,0.02219
388,0.08156
390,0.02022
391,0.02696
392,0.10585
393,0.02853
394,0.02931
396,0.03891
400,0.04818
402,0.02452
403,0.02123
405,0.03230
407,0.03592
409,0.03035
411,0.04085
412,0.02008
414,0.07313
415,0.03157
416,0.01998
418,0.01459
419,0.02777
421,0.02699
422,0.04841
423,0.03348
424,0.04760
426,0.01993
427,0.09358
428,0.03221
436,0.04739
438,0.05444
442,0.02409
443,0.02416
445,0.04393
446,0.03265
447,0.02344
450,0.07262
452,0.01743
453,0.03313
455,0.03944
458,0.05844
459,0.01610
461,0.05545
463,0.02435
467,0.04372
470,0.03145
471,0.02805
472,0.02517
476,0.06958
477,0.03871
481,0.05014
482,0.05815
483,0.10528
485,0.02912
487,0.01170
488,0.01771
490,0.01575
492,0.02053
494,0.06358
497,0.07635
499,0.02453
500,0.03010
501,0.03638
503,0.02387
505,0.02676
506,0.05130
507,0.02977
509,0.04277
510,0.04814
511,0.04070
512,0.01808
514,0.02048
515,0.02285
516,0.02087
517,0.10278
519,0.01688
520,0.03563
521,0.02999
522,0.07002
523,0.03837
527,0.03881
530,0.05502
532,0.04515
534,0.02031
536,0.05627
539,0.01929
543,0.01691
547,0.02397
550,0.03934
551,0.04820
552,0.03862
553,0.04219
555,0.04360
556,0.03110
557,0.03231
558,0.03386
559,0.03723
560,0.03201
561,0.02760
565,0.02744
566,0.04780
567,0.03678
571,0.03345
572,0.05078
574,0.01192
575,0.01854
576,0.05544
577,0.04590
578,0.01267
579,0.05386
581,0.01175
587,0.02291
589,0.02641
590,0.07509
591,0.01643
592,0.04024
593,0.02998
594,0.07079
595,0.06429
596,0.01532
597,0.04174
598,0.10215
600,0.02056
602,0.01213
605,0.02695
606,0.04343
607,0.02268
612,0.02245
613,0.01806
614,0.01223
615,0.02749
616,0.01249
617,0.02477
618,0.06806
620,0.01832
621,0.04815
622,0.01625
623,0.02761
628,0.03954
631,0.04637
632,0.02584
633,0.02652
634,0.04527
635,0.06343
637,0.04134
638,0.03402
640,0.02958
643,0.01955
644,0.05771
645,0.06161
646,0.03607
649,0.02411
651,0.07278
653,0.01506
654,0.04318
655,0.09689
656,0.03698
658,0.07992
659,0.01920
661,0.07407
662,0.03948
663,0.03730
664,0.05306
665,0.05745
667,0.03094
668,0.05080
671,0.05052
673,0.04177
674,0.05878
675,0.02724
676,0.04555
677,0.02467
678,0.03649
679,0.03734
680,0.05172
681,0.06061
682,0.05667
683,0.02471
684,0.02122
686,0.05223
687,0.05709
688,0.07305
690,0.03339
691,0.03403
692,0.06742
693,0.04543
694,0.04885
695,0.01604
696,0.01880
698,0.04097
699,0.01696
702,0.04270
703,0.01795
705,0.10553
706,0.07866
707,0.02366
708,0.01600
709,0.06039
710,0.07234
713,0.01886
714,0.02923
715,0.04931
716,0.03935
717,0.06554
718,0.02349
719,0.03435
720,0.03497
721,0.03922
723,0.03463
724,0.04552
726,0.02437
728,0.08724
730,0.02665
732,0.02749
734,0.01993
735,0.04592
737,0.02212
738,0.07010
741,0.04361
742,0.03204
743,0.02097
746,0.04247
747,0.03332
749,0.03827
750,0.07019
752,0.03944
755,0.03002
757,0.02200
758,0.04128
759,0.02672
765,0.03095
766,0.02763
767,0.09597
768,0.03164
769,0.02425
770,0.01013
771,0.02834
772,0.01642
773,0.06211
775,0.03548
776,0.03391
778,0.03863
779,0.02139
780,0.02466
782,0.04150
783,0.04347
784,0.02978
785,0.01618
786,0.02217
788,0.02727
789,0.03284
792,0.08908
793,0.02436
794,0.03590
797,0.06842
798,0.02186
799,0.07458
800,0.03901
801,0.06658
802,0.07883
805,0.03134
807,0.04379
808,0.01580
811,0.02507
813,0.01636
814,0.01622
815,0.09209
816,0.05064
817,0.01943
819,0.01776
821,0.04597
823,0.02325
825,0.03866
826,0.02009
827,0.02922
828,0.02679
830,0.02659
831,0.04254
833,0.01555
834,0.03503
835,0.02005
836,0.03511
837,0.06837
838,0.02781
840,0.03809
842,0.01387
844,0.02166
845,0.03885
847,0.04782
848,0.07800
850,0.01724
851,0.02992
852,0.02443
853,0.07526
855,0.02112
856,0.05708
857,0.03467
859,0.04996
860,0.05007
862,0.07559
863,0.03387
864,0.02991
867,0.02467
868,0.02546
869,0.02098
871,0.01852
873,0.03233
875,0.04759
876,0.05134
877,0.01954
879,0.04410
880,0.08325
883,0.02379
884,0.02805
885,0.02906
886,0.01317
887,0.01950
888,0.01700
891,0.03976
893,0.02057
895,0.04284
897,0.04789
898,0.08516
901,0.02540
902,0.03362
904,0.09219
905,0.02703
907,0.07311
908,0.03470
909,0.05096
910,0.01889
911,0.01486
913,0.04781
914,0.01938
915,0.09150
916,0.02468
917,0.01214
919,0.02731
920,0.02437
923,0.03158
924,0.02690
925,0.05978
926,0.02650
928,0.02753
929,0.01413
932,0.05838
935,0.04857
936,0.04494
937,0.03494
938,0.05145
939,0.02889
940,0.04280
941,0.02011
944,0.05272
945,0.02647
946,0.05497
947,0.04094
949,0.02412
950,0.05656
952,0.02609
953,0.04982
955,0.02237
956,0.03098
957,0.01159
960,0.01718
961,0.03180
962,0.03164
963,0.01360
964,0.04082
