id,target
0,0.02189
1,0.02896
2,0.02332
3,0.02512
4,0.01303
5,0.02327
6,0.04239
8,0.02445
10,0.06033
11,0.02783
12,0.02781
14,0.01949
15,0.08223
18,0.03613
21,0.04999
23,0.04269
24,0.02601
25,0.04170
27,0.05658
29,0.04741
30,0.02008
31,0.06106
32,0.04894
33,0.05574
37,0.01674
38,0.03942
39,0.05347
40,0.02869
41,0.04512
42,0.02443
44,0.02189
45,0.02526
47,0.07570
49,0.02108
51,0.02809
52,0.02466
53,0.03878
54,0.04615
55,0.01737
56,0.02907
57,0.08466
59,0.03359
60,0.04738
62,0.02026
63,0.06413
67,0.02492
68,0.01383
69,0.05615
70,0.03060
71,0.02835
73,0.04485
75,0.02723
76,0.02991
81,0.03281
82,0.02840
83,0.02559
86,0.03864
87,0.04286
88,0.02450
91,0.04680
92,0.02485
94,0.02150
97,0.03288
100,0.03079
102,0.04003
103,0.02476
105,0.03056
106,0.05484
108,0.03556
113,0.06483
114,0.03297
115,0.03546
118,0.04039
122,0.02635
124,0.02947
126,0.03264
128,0.03520
129,0.05097
130,0.04163
131,0.04891
132,0.04461
133,0.02129
134,0.04328
135,0.04905
136,0.02460
139,0.01909
140,0.03739
141,0.06160
146,0.02103
148,0.03013
151,0.01845
152,0.05617
154,0.02266
157,0.03316
158,0.01441
159,0.06003
161,0.02535
164,0.02640
165,0.04329
167,0.02077
168,0.04229
169,0.03429
171,0.03795
172,0.09164
173,0.03039
174,0.03711
175,0.04681
176,0.03227
178,0.04148
179,0.02579
180,0.02311
181,0.01424
182,0.05004
183,0.06638
184,0.03437
185,0.03126
187,0.02994
188,0.02506
190,0.02828
191,0.02272
192,0.05903
195,0.03075
196,0.03026
198,0.05131
201,0.03665
202,0.04577
203,0.02297
204,0.01615
207,0.02799
213,0.03443
219,0.03089
220,0.02837
222,0.05063
226,0.01852
228,0.05354
230,0.03228
231,0.03197
232,0.04286
233,0.02636
234,0.01415
236,0.04409
237,0.03932
238,0.05671
240,0.04891
241,0.01940
242,0.05605
243,0.02929
245,0.04331
246,0.05083
247,0.03281
249,0.07134
250,0.03259
251,0.01529
252,0.02572
253,0.01908
254,0.03556
255,0.05255
256,0.03363
257,0.02749
258,0.02640
259,0.08461
260,0.01646
262,0.01722
267,0.02307
268,0.02778
270,0.01965
272,0.03345
273,0.03123
274,0.03986
275,0.02582
276,0.02014
277,0.02839
278,0.05392
279,0.04303
281,0.03689
282,0.02080
283,0.04052
287,0.04294
288,0.06449
289,0.03428
290,0.01979
291,0.04503
292,0.09032
293,0.02770
294,0.01575
295,0.01910
296,0.09283
297,0.03004
298,0.03587
299,0.04888
300,0.04955
303,0.04982
304,0.07055
308,0.01746
314,0.07023
315,0.02441
317,0.03810
318,0.05688
320,0.07264
322,0.06202
323,0.02367
327,0.03541
329,0.04759
331,0.02340
332,0.07407
333,0.06664
334,0.01753
335,0.02537
336,0.03418
337,0.03429
341,0.03112
343,0.02529
345,0.03319
347,0.03070
348,0.03586
349,0.03487
352,0.02255
353,0.01733
354,0.04758
355,0.02917
356,0.03808
357,0.01721
358,0.02165
359,0.02686
361,0.07045
362,0.03023
365,0.03797
366,0.05786
368,0.03355
369,0.02132
371,0.01273
373,0.02668
376,0.05763
377,0.03289
379,0.06314
381,0.03243
382,0.02790
383,0.02377
384,0.03458
385,0.03020
386,0.03665
387,0.02960
388,0.04570
390,0.02251
391,0.02617
392,0.06867
393,0.04101
394,0.03666
396,0.03010
400,0.03742
402,0.06859
