id,target
0,0.03286
1,0.03960
2,0.03585
3,0.03097
4,0.03111
5,0.03242
6,0.03611
8,0.03401
10,0.04408
11,0.03322
12,0.03413
14,0.03184
15,0.04189
18,0.03680
21,0.04109
23,0.04089
24,0.03669
25,0.03820
27,0.04732
29,0.03607
30,0.03794
31,0.03692
32,0.04476
33,0.03885
37,0.03131
38,0.03447
39,0.04756
40,0.03507
41,0.03764
42,0.03560
44,0.03302
45,0.03688
47,0.03288
49,0.03197
51,0.03699
52,0.03287
53,0.03753
54,0.04773
55,0.03685
56,0.03832
57,0.04483
59,0.04597
60,0.03810
62,0.03144
63,0.05235
67,0.04133
68,0.03002
69,0.04814
70,0.03690
71,0.04004
73,0.03721
75,0.03982
76,0.03239
81,0.02954
82,0.03872
83,0.03363
86,0.03228
87,0.03835
88,0.03313
91,0.04046
92,0.03720
94,0.03244
97,0.03721
100,0.03894
102,0.03761
103,0.03352
105,0.03767
106,0.04593
108,0.03740
113,0.04944
114,0.03805
115,0.03572
118,0.04041
122,0.03145
124,0.03204
126,0.03350
128,0.03690
129,0.03816
130,0.04194
131,0.04797
132,0.04580
133,0.03105
134,0.04841
135,0.04299
136,0.03361
139,0.03444
140,0.03780
141,0.03936
146,0.03384
148,0.03656
151,0.03141
152,0.04279
154,0.03363
157,0.03558
158,0.03079
159,0.04464
161,0.03801
164,0.03782
165,0.04525
167,0.03667
168,0.03869
169,0.03843
171,0.03616
172,0.04195
173,0.03150
174,0.03781
175,0.03879
176,0.04310
178,0.03657
179,0.03390
180,0.03237
181,0.02815
182,0.03988
183,0.03881
184,0.04689
185,0.03425
187,0.02993
188,0.03461
190,0.03575
191,0.03600
192,0.05441
195,0.03612
196,0.04148
198,0.03867
201,0.03364
202,0.03542
203,0.03416
204,0.03171
207,0.03545
213,0.04627
219,0.03288
220,0.03805
222,0.04091
226,0.03544
228,0.04759
230,0.03875
231,0.03500
232,0.04123
233,0.03869
234,0.02902
236,0.04104
237,0.03655
238,0.04403
240,0.03731
241,0.03144
242,0.03832
243,0.03669
245,0.03947
246,0.05122
247,0.03533
249,0.05087
250,0.03886
251,0.03183
252,0.04136
253,0.03219
254,0.03773
255,0.04872
256,0.03926
257,0.03540
258,0.04074
259,0.04706
260,0.02794
262,0.03080
267,0.03394
268,0.03313
270,0.03110
272,0.03842
273,0.03340
274,0.04328
275,0.04248
276,0.03365
277,0.03571
278,0.04062
279,0.04359
281,0.04176
282,0.03539
283,0.04134
287,0.03582
288,0.04024
289,0.04097
290,0.03758
291,0.03943
292,0.05064
293,0.03922
294,0.03503
295,0.03305
296,0.05289
297,0.03579
298,0.03683
299,0.04146
300,0.04168
303,0.04258
304,0.04022
308,0.03189
314,0.04689
315,0.03988
317,0.03508
318,0.04818
320,0.04497
322,0.04000
323,0.03879
327,0.04334
329,0.04271
331,0.03687
332,0.05062
333,0.04157
334,0.03442
335,0.03197
336,0.03832
337,0.04447
341,0.04331
343,0.03268
345,0.04230
347,0.03285
348,0.03182
349,0.03413
352,0.03675
353,0.03115
354,0.04034
355,0.03408
356,0.04344
357,0.03880
358,0.03421
359,0.03522
361,0.03594
362,0.03876
365,0.03821
366,0.04128
368,0.03870
369,0.03438
371,0.03224
373,0.03562
376,0.03421
377,0.04199
379,0.03671
381,0.03451
382,0.03865
383,0.03549
384,0.03618
385,0.04101
386,0.04093
387,0.03947
388,0.04453
390,0.03942
391,0.03595
392,0.04039
393,0.04636
394,0.03529
396,0.04006
400,0.03385
402,0.05834
403,0.03458
405,0.03403
407,0.03948
409,0.04519
411,0.03584
412,0.03169
414,0.05756
415,0.03662
416,0.02914
418,0.03550
419,0.03861
421,0.03070
422,0.05610
423,0.04200
424,0.04253
426,0.03128
427,0.04510
428,0.04116
436,0.03873
438,0.03727
442,0.03549
443,0.03505
445,0.03641
446,0.03610
447,0.03185
450,0.04329
452,0.03279
453,0.03997
455,0.03679
458,0.05230
459,0.03007
461,0.03835
463,0.02906
467,0.05475
470,0.04197
471,0.04377
472,0.03062
476,0.04227
477,0.03679
481,0.03816
482,0.04099
483,0.04595
485,0.03593
487,0.03911
488,0.03557
490,0.04305
492,0.03896
494,0.04734
497,0.04331
499,0.03979
500,0.04035
501,0.03408
503,0.03735
505,0.03576
506,0.03827
507,0.04029
509,0.04354
510,0.03711
511,0.04134
512,0.03087
514,0.04286
515,0.03094
516,0.03639
517,0.04819
519,0.04023
520,0.04547
521,0.03285
522,0.03621
523,0.03755
527,0.04181
530,0.04057
532,0.03553
534,0.03405
536,0.04393
539,0.03238
543,0.03330
547,0.04040
550,0.04195
551,0.04289
552,0.03365
553,0.04640
555,0.03481
556,0.03878
557,0.03165
558,0.04204
559,0.03356
560,0.03545
561,0.03802
565,0.03805
566,0.03506
567,0.03546
571,0.03451
572,0.03504
574,0.03292
575,0.03161
576,0.04160
577,0.04467
578,0.03440
579,0.04052
581,0.02586
587,0.03427
589,0.03342
590,0.04716
591,0.03761
592,0.04028
593,0.03483
594,0.04603
595,0.05072
596,0.02964
597,0.03625
598,0.04621
600,0.03311
602,0.02918
605,0.03512
606,0.04232
607,0.03943
612,0.02800
613,0.03954
614,0.03216
615,0.04161
616,0.04297
617,0.03475
618,0.04769
620,0.03232
621,0.03184
622,0.03274
623,0.03645
628,0.03381
631,0.03663
632,0.03155
633,0.03719
634,0.03958
635,0.04998
637,0.04245
638,0.05060
640,0.04587
643,0.03789
644,0.05907
645,0.04195
646,0.03495
649,0.03822
651,0.03999
653,0.03049
654,0.04304
655,0.05081
656,0.03342
658,0.04275
659,0.02860
661,0.04150
662,0.03885
663,0.05124
664,0.05689
665,0.03653
667,0.03533
668,0.03698
671,0.03834
673,0.03968
674,0.05080
675,0.03089
676,0.03804
677,0.03105
678,0.03462
679,0.04189
680,0.03344
681,0.04709
682,0.04028
683,0.03797
684,0.03729
686,0.03955
687,0.04459
688,0.04397
690,0.03120
691,0.03846
692,0.04828
693,0.03602
694,0.03734
695,0.03367
696,0.03615
698,0.04144
699,0.03302
702,0.03926
703,0.02685
705,0.04217
706,0.04155
707,0.03750
708,0.03593
709,0.04927
710,0.05320
713,0.04734
714,0.03834
715,0.04402
716,0.04257
717,0.04503
718,0.03840
719,0.03223
720,0.03826
721,0.03577
723,0.04310
724,0.04182
726,0.03359
728,0.05157
730,0.03181
732,0.03267
734,0.02960
735,0.03644
737,0.02934
738,0.03730
741,0.03768
742,0.03486
743,0.03841
746,0.03801
747,0.03825
749,0.04120
750,0.04648
752,0.04116
755,0.04209
757,0.03409
758,0.03503
759,0.03431
765,0.03855
766,0.03037
767,0.04813
768,0.03464
769,0.04166
770,0.03233
771,0.03607
772,0.03030
773,0.04681
775,0.03699
776,0.03846
778,0.03630
779,0.04317
780,0.03889
782,0.03759
783,0.04314
784,0.03655
785,0.03420
786,0.03772
788,0.04026
789,0.03488
792,0.04275
793,0.03110
794,0.03911
797,0.04573
798,0.03019
799,0.04106
800,0.03999
801,0.04569
802,0.04330
805,0.03540
807,0.03670
808,0.03161
811,0.03766
813,0.03388
814,0.04017
815,0.05232
816,0.04225
817,0.03519
819,0.02912
821,0.03247
823,0.03336
825,0.04115
826,0.02931
827,0.02925
828,0.03119
830,0.04098
831,0.04751
833,0.03134
834,0.06052
835,0.04465
836,0.03495
837,0.03886
838,0.05299
840,0.03133
842,0.03279
844,0.03888
845,0.04920
847,0.04071
848,0.04522
850,0.03177
851,0.03969
852,0.04989
853,0.05377
855,0.03069
856,0.04384
857,0.04184
859,0.04129
860,0.04390
862,0.04511
863,0.04585
864,0.03723
867,0.03441
868,0.03448
869,0.03101
871,0.03847
873,0.04269
875,0.04171
876,0.04044
877,0.03306
879,0.05722
880,0.03981
883,0.03660
884,0.03324
885,0.03532
886,0.03932
887,0.03779
888,0.03277
891,0.04086
893,0.03487
895,0.06755
897,0.03543
898,0.04917
901,0.03697
902,0.03440
904,0.04220
905,0.03531
907,0.04582
908,0.03802
909,0.03974
910,0.03118
911,0.03313
913,0.03816
914,0.03841
915,0.04812
916,0.03278
917,0.04897
919,0.03951
920,0.03362
923,0.03827
924,0.03350
925,0.03849
926,0.04118
928,0.03226
929,0.02736
932,0.04097
935,0.03750
936,0.04828
937,0.03632
938,0.03753
939,0.03715
940,0.03809
941,0.03442
944,0.04218
945,0.03142
946,0.03928
947,0.03277
949,0.03687
950,0.03024
952,0.03520
953,0.04064
955,0.03277
956,0.03225
957,0.03561
960,0.04911
961,0.03549
962,0.03267
963,0.03660
964,0.04489
967,0.03504
975,0.03714
976,0.04176
977,0.03281
978,0.04250
980,0.03545
985,0.04460
986,0.04861
987,0.03108
989,0.03473
992,0.03742
994,0.04141
995,0.03401
996,0.03436
997,0.04468
998,0.03370
999,0.04336
1000,0.03957
1004,0.03541
1005,0.05023
1006,0.03475
1007,0.05794
1010,0.03474
1011,0.04524
1012,0.03180
1013,0.03992
1014,0.03421
1016,0.04872
1018,0.04378
1019,0.03243
1020,0.03614
1022,0.04174
1023,0.03599
1024,0.03508
1025,0.03771
1029,0.04455
1031,0.03372
1032,0.02813
1033,0.03230
1034,0.04657
1035,0.04464
1036,0.03616
1037,0.03233
1038,0.03983
1039,0.03702
1041,0.03235
1043,0.03992
1049,0.05292
1050,0.05197
1051,0.03841
1052,0.03647
1053,0.03790
1054,0.04248
1056,0.04940
1057,0.04732
1060,0.04276
1061,0.03187
1062,0.03305
1063,0.04060
1064,0.05209
1065,0.03088
1066,0.05680
1068,0.04115
1073,0.04679
1075,0.03132
1079,0.03518
1081,0.03893
1083,0.05567
1085,0.03625
1086,0.03959
1087,0.03340
1088,0.03227
1089,0.04763
1090,0.04343
1091,0.04140
1092,0.04206
1095,0.04217
1098,0.04208
1099,0.03618
1100,0.04886
1101,0.04856
1103,0.04583
1104,0.04540
1106,0.03555
1107,0.03592
1108,0.05087
1109,0.03770
1113,0.03809
1114,0.04622
1116,0.03624
1117,0.03679
1118,0.03638
1119,0.04889
1120,0.03812
1121,0.03868
1122,0.04272
1123,0.03592
1125,0.03173
1126,0.03490
1127,0.02947
1128,0.04436
1129,0.03459
1130,0.04667
1132,0.03876
1133,0.04754
1136,0.03049
1137,0.03906
1140,0.04296
1142,0.03651
1144,0.04546
1145,0.04103
1146,0.03696
1148,0.04381
1150,0.03405
1151,0.03574
1153,0.04372
1154,0.03626
1155,0.03648
1156,0.04270
1157,0.03854
1158,0.03924
1160,0.02650
1161,0.04633
1167,0.03793
1168,0.03153
1170,0.04120
1171,0.03551
1173,0.03664
1174,0.03912
1175,0.04184
1176,0.03433
1177,0.03085
1178,0.04348
1179,0.03561
1180,0.03585
1181,0.03691
1182,0.03649
1183,0.03936
1185,0.03621
1188,0.03550
1189,0.02827
1190,0.04900
1191,0.03735
1192,0.03896
1194,0.03254
1197,0.04018
1198,0.03984
1199,0.03574
1200,0.03341
1203,0.05599
1204,0.03835
1207,0.03305
1208,0.04373
1209,0.04338
1210,0.04985
1211,0.03566
1213,0.03389
1214,0.03968
1215,0.03531
1216,0.05556
1217,0.03861
1218,0.03820
1219,0.03810
1223,0.03567
1225,0.03434
1226,0.03594
1228,0.04183
1229,0.03584
1231,0.03950
1232,0.05360
1233,0.03781
1235,0.03508
1238,0.03211
1239,0.04078
1240,0.03672
1241,0.03538
1242,0.04015
1243,0.03512
1244,0.03144
1246,0.04827
1249,0.03981
1250,0.02653
1252,0.03291
1254,0.03598
1255,0.03229
1256,0.03134
1257,0.03239
1258,0.03901
1259,0.04848
1260,0.04015
1262,0.03303
1263,0.03067
1264,0.03686
1265,0.04330
1266,0.02897
1269,0.04142
1270,0.03990
1271,0.02830
1272,0.04795
1273,0.03445
1274,0.03539
1277,0.03207
1278,0.03231
1281,0.03432
1282,0.04096
1283,0.03042
1284,0.03656
1285,0.04772
1286,0.04508
1289,0.03652
1291,0.03377
1292,0.04562
1293,0.04835
1294,0.04424
1295,0.04603
1297,0.03037
1298,0.03467
1301,0.03962
1304,0.04728
1305,0.03046
1307,0.04315
1308,0.04087
1309,0.04801
1313,0.05018
1314,0.03950
1316,0.03685
1317,0.03771
1318,0.04266
1320,0.03982
1321,0.02934
1322,0.03418
1323,0.04035
1325,0.04011
1330,0.03151
1331,0.03381
1334,0.03322
1337,0.03664
1339,0.04229
1340,0.03764
1341,0.03841
1343,0.03899
1344,0.03375
1347,0.03496
1348,0.03830
1350,0.03064
1351,0.03410
1355,0.03582
1356,0.04164
1357,0.03753
1358,0.03520
1360,0.03823
1363,0.03529
1364,0.03354
1366,0.03287
1367,0.04280
1368,0.04197
1369,0.04211
1370,0.03594
1375,0.03153
1376,0.02929
1378,0.04635
1379,0.03861
1380,0.04073
1384,0.02605
1385,0.03625
1386,0.04644
1388,0.03443
1389,0.03050
1391,0.04279
1392,0.03412
1393,0.03575
1395,0.03634
1396,0.03802
1399,0.03562
1400,0.04093
1401,0.03489
1404,0.04045
1405,0.03617
1406,0.04979
1407,0.02956
1409,0.03675
1411,0.03523
1414,0.04383
1415,0.03602
1416,0.03630
1418,0.04723
1419,0.03169
1420,0.03311
1422,0.04276
1424,0.03807
1426,0.03985
1427,0.03685
1428,0.03804
1429,0.04596
1431,0.03227
1432,0.04192
1434,0.04494
1435,0.03431
1439,0.03665
1440,0.03932
1441,0.03819
1442,0.03601
1446,0.04004
1447,0.04027
1451,0.03753
1452,0.03267
1454,0.03949
1457,0.03145
1458,0.04031
1459,0.03964
1461,0.03784
1462,0.03685
1465,0.05593
1468,0.04069
1470,0.03417
1471,0.03735
1472,0.03322
1476,0.03872
1482,0.03173
1485,0.04367
1486,0.04510
1487,0.04400
1489,0.04536
1492,0.03236
1494,0.04083
1495,0.03542
1497,0.03152
1499,0.03500
1500,0.03553
1501,0.03363
1505,0.04666
1507,0.03826
1509,0.04967
1511,0.03293
1513,0.03163
1514,0.03313
1515,0.04547
1517,0.05507
1520,0.05401
1522,0.03355
1523,0.03250
1524,0.05253
1526,0.04643
1527,0.03089
1528,0.03883
1531,0.03182
1533,0.04136
1534,0.03900
1535,0.04616
1538,0.03665
1541,0.04613
1542,0.04588
1543,0.03707
1546,0.03781
1548,0.03739
1549,0.04449
1550,0.03171
1551,0.03820
1553,0.04193
1558,0.04218
1560,0.03257
1561,0.03113
1562,0.03784
1565,0.03826
1566,0.03619
1567,0.02848
1568,0.03913
1569,0.04029
1570,0.03821
1573,0.03341
1576,0.03433
1577,0.03277
1579,0.04270
1580,0.05070
1581,0.03606
1584,0.03886
1586,0.02999
1587,0.03764
1590,0.03754
1591,0.03202
1594,0.04670
1595,0.02837
1596,0.03200
1601,0.03765
1605,0.04416
1607,0.04589
1608,0.03402
1610,0.03764
1611,0.04274
1612,0.03625
1616,0.04306
1617,0.04148
1618,0.03527
1620,0.03606
1621,0.03477
1623,0.03599
1624,0.03945
1625,0.03980
1626,0.04146
1628,0.04218
1630,0.04438
1632,0.03547
1633,0.04711
1635,0.04014
1637,0.03577
1638,0.04070
1639,0.04589
1640,0.03713
1643,0.04172
1644,0.04244
1645,0.03889
1647,0.03138
1649,0.02950
1651,0.03592
1652,0.03412
1654,0.03517
1655,0.03325
1656,0.04701
1658,0.04253
1660,0.03295
1661,0.03542
1662,0.03884
1663,0.03340
1664,0.03773
1665,0.05193
1668,0.04433
1669,0.03276
1673,0.03983
1674,0.05126
1675,0.02789
1676,0.03372
1677,0.03425
1679,0.03455
1682,0.04443
1683,0.03741
1685,0.04378
1687,0.03318
1689,0.03695
1690,0.03749
1694,0.03787
1696,0.03795
1697,0.03498
1699,0.04296
1700,0.04083
1701,0.03006
1702,0.03482
1704,0.03756
1705,0.04233
1708,0.04009
1710,0.03443
1712,0.02755
1719,0.03518
1720,0.03319
1722,0.03708
1723,0.03792
1724,0.04453
1725,0.03921
1726,0.04744
1727,0.03622
1728,0.03675
1732,0.04116
1733,0.04958
1734,0.03935
1735,0.04551
1739,0.03759
1740,0.03284
1741,0.04498
1742,0.03585
1743,0.03822
1744,0.04516
1746,0.03918
1750,0.05346
1753,0.03693
1755,0.03329
1758,0.03689
1760,0.03201
1763,0.03764
1765,0.03152
1766,0.03694
1769,0.03905
1771,0.03957
1772,0.03364
1775,0.03965
1776,0.02956
1778,0.03491
1780,0.03813
1781,0.03392
1783,0.03451
1785,0.02862
1788,0.03684
1791,0.04922
1793,0.03820
1794,0.03393
1796,0.02880
1797,0.03621
1798,0.04936
1800,0.05747
1803,0.03961
1804,0.03614
1810,0.03381
1812,0.03752
1813,0.03875
1816,0.03547
1817,0.03492
1818,0.03745
1819,0.03777
1820,0.03108
1821,0.03352
1822,0.02753
1823,0.02873
1826,0.03029
1827,0.04122
1828,0.03521
1829,0.03218
1830,0.03819
1831,0.04052
1834,0.03042
1836,0.03507
1839,0.04371
1841,0.02973
1846,0.03869
1847,0.03090
1850,0.04637
1852,0.04300
1853,0.04745
1854,0.04595
1855,0.03733
1857,0.03688
1858,0.03664
1860,0.04201
1863,0.04239
1866,0.03988
1868,0.04173
1869,0.04284
1870,0.02995
1874,0.02828
1875,0.03094
1877,0.03826
1878,0.02996
1879,0.03621
1881,0.03870
1882,0.04753
1885,0.03177
1886,0.03874
1887,0.04821
1888,0.03047
1889,0.03519
1890,0.03778
1891,0.04270
1892,0.03702
1894,0.03888
1895,0.05443
1896,0.04801
1897,0.03530
1898,0.04345
1901,0.03292
1904,0.03323
1905,0.05028
1906,0.03205
1907,0.04511
1908,0.04387
1910,0.03646
1911,0.04021
1914,0.03992
1916,0.03168
1919,0.04108
1920,0.05364
1921,0.03699
1922,0.03881
1923,0.03792
1924,0.04198
1926,0.03339
1928,0.03066
1929,0.04063
1931,0.03585
1932,0.03530
1933,0.03141
1934,0.03551
1935,0.03585
1936,0.04545
1937,0.04115
1939,0.03602
1940,0.04920
1942,0.04107
1944,0.03696
1945,0.03727
1946,0.04556
1947,0.03625
1948,0.03965
1954,0.03920
1955,0.05026
1956,0.03677
